0,20.6226,19.1227,17.4283,74.5245,18.1109,40.4201,19.8997,20.3999,17.9579,2.42147
0,11.0305,27.3917,44.4483,35.7057,28.3202,37.7059,57.479,13.2766,18.7748,4.27201
0,13.187,25.0318,62.5678,40.8802,23.9913,58.3517,25.0593,18.5806,5.41252,1.15131
0,11.2561,14.7152,39.6879,67.4915,49.2115,20.7861,13.7844,22.6371,2.17127,7.47697
0,18.8613,37.6017,36.9185,23.2995,42.7943,20.8638,34.4703,14.032,10.0405,7.91828
0,20.9188,22.5487,48.2324,41.8852,47.7979,39.1691,18.2687,15.9485,23.3124,3.87801
0,14.7566,16.1701,7.51075,1.71731,4.31647,23.5335,50.3477,39.5216,12.7879,2.55152
0,27.5888,38.3043,33.6295,6.06573,23.3271,44.3496,61.3095,23.119,7.63666,2.01464
0,15.9876,65.1483,58.9916,33.2178,64.3733,12.8781,16.0733,2.52484,0.956157,0.106199
0,16.1799,28.3591,54.2438,67.87,50.6477,22.4177,11.7022,17.6432,4.30676,0.115447
0,23.613,45.4267,69.007,32.826,12.1016,2.23936,14.3842,18.4334,11.4722,1.5164
0,13.8803,22.8932,60.5798,59.5178,9.83277,18.0688,27.0628,1.60423,0.74011,21.3837
0,35.0864,12.6262,13.0384,16.2726,46.6902,15.656,24.7043,18.3988,1.11988,0.721156
0,11.6757,16.115,53.9952,58.7894,54.6623,20.1085,24.9648,4.35569,30.7547,0.810834
0,12.7615,43.605,32.9449,35.2994,44.4698,39.8548,15.0597,21.1666,17.4478,7.22177
0,12.8902,12.7887,21.9062,26.1734,50.7516,65.1288,19.0683,22.4909,22.8496,9.25873
0,13.0722,14.9703,24.4369,48.7918,23.7755,17.4161,38.7484,34.4371,45.595,10.8099
0,27.3463,35.8033,56.7246,54.9166,30.9311,18.7939,24.109,15.7875,21.7991,1.88751
0,15.5739,30.647,23.6488,1.91135,4.08707,4.08708,0.247723,19.8803,41.8984,11.7419
0,14.4736,32.9511,30.475,59.5535,52.1624,29.9264,15.0632,9.17609,3.22026,0.0364052
0,13.4647,30.6386,68.7838,48.456,31.6545,32.6404,8.83342,3.99277,10.2334,15.5044
0,11.9752,24.8253,42.4024,46.4958,48.7555,3.21909,13.9452,13.6838,23.6066,5.1948
0,13.5004,11.2394,12.6244,22.6736,53.9422,28.828,26.044,13.6077,5.63273,1.83693
0,15.6529,13.1565,20.3178,5.08469,15.5846,7.93843,1.43346,3.1361,0.148096,0
0,20.5717,0,0,1.15735,0,0,0,0,0,0
0,15.1908,11.7724,26.8358,41.4557,66.4301,62.9877,22.4498,17.6188,21.1941,7.24531
0,16.542,15.7747,57.5369,1.72551,3.12368,20.425,33.6115,37.4335,18.0117,10.3184
0,12.0073,53.6481,55.2935,11.2844,13.7303,10.8739,28.0394,30.1669,3.88064,7.41699
0,12.6086,24.9309,19.5358,35.9409,39.1369,41.8128,51.7119,14.7834,7.02343,0.963054
0,15.7245,35.4782,19.789,27.5809,24.8353,44.1505,39.0018,16.1211,2.95128,1.49785
0,19.2238,13.453,43.1611,51.3024,30.4776,18.887,22.8566,18.2452,21.9325,1.83856
0,22.9421,23.6197,27.1891,14.6037,31.7326,12.151,3.33003,10.8412,49.672,31.196
0,48.333,41.1653,35.565,23.138,39.3399,13.5341,16.6192,21.6597,4.08656,0.0373066
0,12.6019,28.4073,22.9834,30.1049,46.7688,41.0542,27.2066,15.142,6.79582,0.537428
0,12.061,19.1033,15.2697,21.7083,62.1782,38.9495,20.2109,49.6343,27.3783,2.81836
0,33.367,42.4114,53.2105,52.7635,60.2628,11.4911,4.41915,23.9929,3.10589,0.095032
0,14.1124,13.1432,33.2077,76.0362,53.4493,37.1415,10.7963,4.00581,28.9196,21.4102
0,12.7589,12.8916,21.0084,29.0979,42.8877,49.2768,35.1273,37.0519,33.7771,2.61782
0,18.8296,21.8343,27.8866,69.9885,56.8952,26.9714,29.5497,6.32442,8.98023,1.20415
0,13.1634,19.5285,64.8962,44.6018,30.8815,28.8077,37.317,3.74686,5.17651,37.606
0,12.3534,20.2849,26.1013,20.4781,25.5987,53.0428,30.0985,39.1613,12.9689,2.55802
0,28.8122,55.4465,23.1173,33.4975,39.9911,29.01,1.66236,15.2924,1.18866,17.5164
0,51.3998,31.4493,15.5637,34.3488,1.13472,11.1431,1.35114,0.166652,6.46605,42.1582
0,25.7641,21.4948,60.5571,35.4293,20.9025,24.9635,17.4341,11.8468,27.3582,8.20674
0,14.4868,37.3635,74.7183,48.1923,44.2729,34.3866,9.14544,5.88207,0.953299,6.80485
